;Id;text;S_naive;S
4590;4590;"Good pay and a union to help protect your rights. It's nice to put your headphones in and listen to an audiobook/podcast/music while you work; it can make the job pretty zen if you know that position well enough.. ";0;0.0
4591;4591;Experience. Diversity. Travel. On the job learning.. ;0;0.0
4592;4592;Good place to work, good atmosphere. ;0;0.0
4593;4593;Great place to work with good people and good management. ;0;0.0
4594;4594;Generous salary for the most part. ;0;0.0
4595;4595;okay company with very minimum benefits.. ;0;0.0
4597;4597;Super super super good great good. ;0;0.0
4598;4598;Excellent pay for the area, benefits better than most. ;0;0.0
4599;4599;Good working relationships, good structure, good support. ;0;0.0
4602;4602;"Excellent co-workers, permissive ""unlimited"" vacation, great maternity and paternity benefits, cool products, focus on Lean, cultural shift taking place under new CEO is making a lot of positive changes. ";0;0.0
4603;4603;Well paid and lots of growth. ;0;0.0
4604;4604;Amazing team culture and WLB Good size impact. ;0;0.0
4605;4605;Good work environment. Nice management. ;0;0.0
4606;4606;Good company with long history. Good people to work with, for the most part. Good benefits.. ;0;0.0
4607;4607;Great place to work and learn. ;0;0.0
4609;4609;Flexible work schedule Friendly environment People are passionate for renewables Ability to switch roles. ;0;0.0
4610;4610;Good work and great coworkers. There is a lot of flexibility as well.. ;0;0.0
4611;4611;GE has excellent retirement benefits. The Retirement Savings Plan offers 50% match up to 8% of your salary and in some cases, an additional year-end company contribution of 3%.. ;0;0.0
4612;4612;Money, free appliances, time off, benefits. ;0;0.0
4614;4614;Good money and benefits for beginning. ;0;0.0
4615;4615;Great place to work and brilliant minds.. ;0;0.0
4616;4616;Recognition for work. Overall good. ;0;0.0
4617;4617;Exciting, cutting edge, technology,engineering, customer base. ;0;0.0
4618;4618;Global leader in the industries the company is in Have confidence in the new CEO. ;0;0.0
4619;4619;- Employee friendly - Great work culture. ;0;0.0
4620;4620;Excellent company to work with great benefits. ;0;0.0
4621;4621;Great global reach, employees are excellent, lots of management training, can move around in the company. ;0;0.0
4624;4624;Everything is really good here. ;0;0.0
4626;4626;Time off was very nice. ;0;0.0
4628;4628;Travel was amazing. Multiple international trips. Content was great. Ability to. ;0;0.0
4629;4629;The people i work with are top talent all around. ;0;0.0
4630;4630;A good place to work and continue growing. ;0;0.0
4631;4631;Long service years in two business. ;0;0.0
4635;4635;professional services company obsessed with delivering innovative solutions.. ;0;0.0
4636;4636;Benefits, Vacation, Flexible Hours, Tuition Reimbursement. ;0;0.0
4638;4638;its a great company to work for. ;0;0.0
4639;4639;Great work culture and environment. ;0;0.0
4640;4640;Established company with excellent employees. ;0;0.0
4642;4642;Nice people and space to work. ;0;0.0
4643;4643;Great company with lot of diversity. ;0;0.0
4644;4644;Very flexible hours (unlimited PTO), and interesting work. ;0;0.0
4645;4645;good training and a wide range of challenges. ;0;0.0
4646;4646;Challenging work and highly talented staff. ;0;0.0
4648;4648;Very involved in the community. ;0;0.0
4649;4649;Great culture for all employees. ;0;0.0
4650;4650;Union, good, friendly people, plenty of off days. ;0;0.0
4651;4651;Promotes growth and supports upward mobility. ;0;0.0
4652;4652;Before GE fell apart, I would have rated GE five stars and wore the GE meatball proudly. Some of the most challenging, interesting, and rewarding work I have ever done. You are surrounded by very intelligent and creative people.. ;0;0.0
4653;4653;Clean working environment, good pay. ;0;0.0
4655;4655;Great work experience, work from home. ;0;0.0
4656;4656;Remote work is good and people tend to be great. ;0;0.0
4658;4658;Some of the most engaging content. ;0;0.0
4659;4659;High Tech company with smart people. ;0;0.0
4660;4660;Perks benefits vacation payment days off. ;0;0.0
4661;4661;Great company and great pay. ;0;0.0
4662;4662;Great place to start out at. ;0;0.0
4664;4664;Great company for training & advancement. ;0;0.0
4665;4665;good benefits, room for growth, good culture. ;0;0.0
4668;4668;They have a very friendly workforce.. ;0;0.0
4669;4669;Looks good on a resume to smaller companies.. ;0;0.0
4670;4670;Family oriented with good benefits. ;0;0.0
4673;4673;Benefits, hours, people, shifts, growth. ;0;0.0
4674;4674;Flexible, forward thinking and prepping for the future. ;0;0.0
4675;4675;Challenging projects with lots of growth potential. ;0;0.0
4676;4676;Really great people. Really loyal.. ;0;0.0
4677;4677;Learn how to operate in a Matrix organization. ;0;0.0
4679;4679;A company heading in the right direction, good people, good place to work.. ;0;0.0
4680;4680;Great company to work for. ;0;0.0
4682;4682;Great salary and benefits and projects. ;0;0.0
4683;4683;Great 401k match, PTO flexibility, great environment. ;0;0.0
4685;4685;Pay is good, but has gotten worse. ;0;0.0
4686;4686;Very flexible working conditions and wfh option. ;0;0.0
4687;4687;Very good company highly recommended. ;0;0.0
4688;4688;A great place to work. ;0;0.0
4689;4689;Excellent people focused department looking to innovate. ;0;0.0
4690;4690;Working in the GE New Orleans office was lovely. It was the easiest job I've ever had. The people were nice, we had permissive leave so I took roughly 5 weeks vacation per year and never heard any complaints from the management. It was super corporate, but I attribute that as the reason why they could pamper us so well.. ;0;0.0
4691;4691;Great company with dedicated leaders. ;0;0.0
4692;4692;Good pay, good atomophere, love the job. ;0;0.0
4694;4694;Great place to work in bay area. ;0;0.0
4695;4695;The company was very diverse.. ;0;0.0
4697;4697;A true innovation ecosystem comprised of world class talent. Working on programs truly aimed at changing the world. Solidly positioned at the center of a GE that has regained its footing under its CEO. Really flexible working conditions. Knowledgeable and engaged senior leadership team.. ;0;0.0
4698;4698;Big Company, decent benefits, reliable, good brand, global.. ;0;0.0
4699;4699;Big company future is bright. ;0;0.0
4702;4702;Great place to work for.. ;0;0.0
4705;4705;Flexible hours and benefits for employees. ;0;0.0
4706;4706;benefits comparable to other companies. ;0;0.0
4708;4708;Fly very fast in the summer and. Clear skies. ;0;0.0
4709;4709;Benefits, compensation, paid time off.. ;0;0.0
4710;4710;busy but great team environment. ;0;0.0
4711;4711;Great bunch of coworkers to work with. ;0;0.0
4712;4712;Good pay good people fulfilling work. ;0;0.0
4713;4713;Culture, environment, benefits, flexibility, communication. ;0;0.0
4714;4714;High caliber peers, global exposure, great products. ;0;0.0
4715;4715;Great Exposure, Large Knowledge Base Gained, Travel and overall program design. ;0;0.0
4719;4719;The job is not bad at all. ;0;0.0
4720;4720;Supportive, Team environment, Top Benefits, Flexible hours. ;0;0.0
4721;4721;Nice and good stuff and snaks. ;0;0.0
4722;4722;Nice co workers and decent pay. ;0;0.0
4723;4723;Work hours, great team work.. ;0;0.0
4725;4725;The best school of leadership and HR professionals. Amazing leaders all over.. ;0;0.0
4726;4726;Lot of learning, training, and travel. ;0;0.0
4728;4728;Development and coaching, exposure to broader business. ;0;0.0
4729;4729;Good compensation, challenging work, long history, meaningful products & services, and good teammates. ;0;0.0
4731;4731;Flexibility, talented co-workers, integrity, advanced technology. ;0;0.0
4733;4733;The only pro that stood out compared to other companies was the amazing benefits.. ;0;0.0
4736;4736;Decent benefits and pay rate. ;0;0.0
4737;4737;most middle management is great, Pay is normally good but since covid has been hit hard.. ;0;0.0
4738;4738;Lots of different product lines. ;0;0.0
4739;4739;Freedom to work on different technologies, great colleagues, job stability in some departments. ;0;0.0
4740;4740;good people with good skills. ;0;0.0
4741;4741;hard working employees at ge. ;0;0.0
4742;4742;I really loved my team. ;0;0.0
4743;4743;Pays, diverse, equitable, fun, sizable income. ;0;0.0
4746;4746;Great vision and commitment to transformation and digitalization. ;0;0.0
4748;4748;Jack welch growth location role global. ;0;0.0
4749;4749;Ownership from day one is high. ;0;0.0
4750;4750;People are great, traveling is great. ;0;0.0
4751;4751;Really great training to start. ;0;0.0
4752;4752;-Name recognition -Able to work within unique business sectors -No defined PTO. ;0;0.0
4754;4754;Great place to work and imagination become reality. ;0;0.0
4755;4755;Desire to fix things and improve. ;0;0.0
4756;4756;Lots of industries to move around inside of company, international travel. ;0;0.0
4757;4757;Treats Women better than usual. ;0;0.0
4758;4758;Great place to work at.. ;0;0.0
4759;4759;High pay, benefits and high professional stability. ;0;0.0
4760;4760;Flexible Timings, Open culture, Great exposure. ;0;0.0
4761;4761;Great culture great exposure great growth. ;0;0.0
4762;4762;Permissive Vacation, 4 Month Maternity Leave, Good Initial Salary, 15% Bonus. ;0;0.0
4763;4763;great companty to work for. ;0;0.0
4765;4765;Great talent, culture and customer focus. ;0;0.0
4767;4767;Great Benefits & Community Involvement Programs. ;0;0.0
4768;4768;Strive for customer satisfaction using Lean Principles. ;0;0.0
4769;4769;permissive time off when coordinated correctly with your team. ;0;0.0
4770;4770;Great people, very knowledgeable and skilled. ;0;0.0
4771;4771;Good payment, great culture, big platform that you can find jobs in other BUs. ;0;0.0
4772;4772;Good technology and challenges in engineering.. ;0;0.0
4773;4773;Salary and Benefits were good. ;0;0.0
4774;4774;awesome people, technology, flexibility, cultre, processes. ;0;0.0
4775;4775;Great people and amazing culture. ;0;0.0
4776;4776;Great people to work for.. ;0;0.0
4777;4777;they pay good amount of money. ;0;0.0
4779;4779;everything is great, I am happy here. ;0;0.0
4780;4780;Leadership. Training and development. Culture. ;0;0.0
4781;4781;I liked it very much but not easy. ;0;0.0
4782;4782;good worker and friendly guy. ;0;0.0
4783;4783;Had ability to prioritize work based upon criticality.. ;0;0.0
4784;4784;Flexible, cool technology, decent pay. ;0;0.0
4785;4785;As an individual you develop great leadership skills, analytical and critical thinking skills.. ;0;0.0
4786;4786;A fascinating and truly global corporation with great history.. ;0;0.0
4787;4787;Some of the people weren't fun. ;0;0.0
4788;4788;Global mission to transform the world. ;0;0.0
4789;4789;it is really just a job. ;0;0.0
4790;4790;Good work for the people. ;0;0.0
