;Id;text;G_naive;G
3314;3314;Great salary and benefits. The company structure is organized and efficient.. ;0;0.0
3318;3318;Benefits begin on day 1. No weekends and closed most Holiday ( only work on Holidays 4 hours if drafted). ;0;0.0
3319;3319;4 Day Work Week, nice people outside the project controls department.. ;0;0.0
3320;3320;Excellent people to work with. ;0;0.0
3321;3321;Above average benefits, retirement contribution to 401k. ;0;0.0
3322;3322;nan;0;0.0
3324;3324;Good hours to work but stern. ;0;0.0
3326;3326;nan;0;0.0
3327;3327;The compensation is good for the area they serve.. ;0;0.0
3328;3328;Moving packages and short time commitments. ;0;0.0
3329;3329;Good money , and great benefits. ;0;0.0
3330;3330;I have nothing to add here. ;0;0.0
3331;3331;Room for growth, great environment and culture. ;0;0.0
3332;3332;Safety and efficiency. Friendly staff and good benefits.. ;0;0.0
3333;3333;Duke 401k is 100% match at 6% of your salary, and they automatically give you an additional 4% (vested after 3 years) even if you put in nothing. Annual match for HSA ($1,200). 3 weeks vacation with 3 personal holidays. 6 weeks paternity leave. Great health insurance. Annual bonus of up to 11-12%. Flex work schedule (980 or 4-10). Adapting to make changes for Climate Change.. ;0;0.0
3334;3334;There is always a lunch catered by and exceptional vendor.. ;0;0.0
3335;3335;Lots of incentives and opportunities for growth. ;0;0.0
3336;3336;Salary is ok. Not great. ;0;0.0
3337;3337;It's relaxed and typically easy work. Only work 40 hours a week.. ;0;0.0
3338;3338;Very laid back work environment. ;0;0.0
3339;3339;Good money and friendly people. ;0;0.0
3340;3340;Do very little besides browse internet and watch youtube at certain posts. Good opportunity to sit and get fat.. ;0;0.0
3343;3343;Reasonable work/life balance, nice co-workers, generous holidays and vacation time.. ;0;0.0
3344;3344;Awesome work/life balance New and challenging projects Every other Friday off. ;0;0.0
3345;3345;Friendly Culture and Reasonable hours.. ;0;0.0
3346;3346;Great work environment, interesting work, 10% match 401k. ;0;0.0
3348;3348;Decent salary, benefits and security. ;0;0.0
3349;3349;Good work life balance with good benefits.. ;0;0.0
3352;3352;- lots of growth opportunity - great benefits - great work/life balance. ;0;0.0
3355;3355;good benefits 401k , retirement and bonus. ;0;0.0
3358;3358;The work life balance is great. I've never felt much stress at work. All my coworkers are very friendly.. ;0;0.0
3359;3359;nan;0;0.0
3360;3360;Amazing work culture, paid housing. ;0;0.0
3362;3362;Great place to work lots of opportunities. ;0;0.0
3363;3363;If you are a fulltime employee you do not have to work 40 hours -you get promoted based on who likes you and not what you accomplish.. ;0;0.0
3365;3365;Benefits seem good. Most teams have little to no expectations and unless you beat someone you’re likely to never lose your job.. ;0;0.0
3366;3366;Schedule, overtime, uniforms provided, safe job practises. ;0;0.0
3367;3367;Truly able to make a difference for customers. ;0;0.0
3368;3368;Benefits are ok, Compensation is ok. ;0;0.0
3370;3370;Great working relationships. Wonderful learning opportunities In general a fun environment and great people to work with! I didn’t meet anyone who didn’t want to help or who didn’t do their absolute best to get the job done - good people!!. ;0;0.0
3373;3373;Benefits and 401K are really good.. ;0;0.0
3374;3374;Really good benefits, esp 401k plan. Vacation time is ok. Job security is very strong. If your department/organization is getting trimmed down, you’ll more than likely get a different position within Duke somewhere. Can work from home occasionally, not regularly... depends on your department/manager.. ;0;0.0
3376;3376;Good environment, decent vacation, decent benefits.. ;0;0.0
3377;3377;Work flexibility, smart coworkers, good opportunity to explore more things. ;0;0.0
3378;3378;Nice, friendly people. More job security than the banks.. ;0;0.0
3381;3381;Safety Culture, 4-10s work week. ;0;0.0
3383;3383;Benefits, sales commissions, cafeteria. Yes great coffee machines!. ;0;0.0
3385;3385;Solid Company, job security, reliability, potential. ;0;0.0
3387;3387;Great benefits. Work with other quality employees.. ;0;0.0
3388;3388;Good benefits, multiple levels of health insurance available. Opportunities to move around within the company. Assisted with professional development well (conferences, professional dues and college course reimbursement, etc). Nice bonus based on company performance and personal performance.. ;0;0.0
3392;3392;Long hiring process but getting better. ;0;0.0
3394;3394;Good benefits package, concerned about safety. ;0;0.0
3395;3395;awesome coworkers, good mgmt team. ;0;0.0
3396;3396;nan;0;0.0
3397;3397;Great benefits. Flexible schedule. Paid vacation.. ;0;0.0
3398;3398;Great benefits, flexible work schedule, people are great.. ;0;0.0
3401;3401;Great health benefits, work/life balance depending which department you work. ;0;0.0
3402;3402;This company is full of great people who provide essential services for their customers.. ;0;0.0
3403;3403;The people and work environment are great. ;0;0.0
3404;3404;All new equipment with moving desk and coffee machines. ;0;0.0
3406;3406;Diverse range of possibilities. Solid financial performance in recent history.. ;0;0.0
3409;3409;Money, Peers usually make it a good environment. ;0;0.0
3410;3410;Good Supervisor that was loved her team.. ;0;0.0
3411;3411;Great salary and health benefits! That's it. ;0;0.0
3414;3414;Job security is very good. ;0;0.0
3417;3417;People and community. Employee resource groups. Career growth.. ;0;0.0
3418;3418;nan;0;0.0
3419;3419;Work Life Balance Good bonus structure Big enough to offer opportunities for growth. ;0;0.0
3420;3420;The Benefits are great here.. ;0;0.0
3421;3421;Fast paced with good learning opportunities and good ability to move around within company.. ;0;0.0
3422;3422;Flexible work schedule and social enterprise. ;0;0.0
3424;3424;I worked 12 hour shifts which gave me a lot of free time. I was fortunate to have a great supervisor!. ;0;0.0
3425;3425;Lots of work good salary.. ;0;0.0
3426;3426;The entire industry is on the brink of changing. Everything will be different, which is extremely exciting if you like solving problems. This company is well slated to tackle the US regulated utility market. No matter what you want to work on, Duke probably has it. Company is ready for HUGE growth in the next few years, which means huge opportunity.. ;0;0.0
3429;3429;Good overall bonus plan. 401k match is good. Laid back atmosphere most of the time.. ;0;0.0
3430;3430;Good co workers, lots of hours. ;0;0.0
3431;3431;All the mandatory overtime you never wanted to work.. ;0;0.0
3435;3435;It's a job if you need one.. ;0;0.0
3436;3436;Very flexible work schedule and teleworking policy. Work/life balance is generally quite easy to maintain.. ;0;0.0
3438;3438;Day passes by fast. ;0;0.0
3439;3439;I think this is a great starting position. ;0;0.0
3441;3441;Duke is a laid back environment. Most of the company leaves by noon on Fridays and everyone works relaxed hours. Benefits are good, aside from the health insurance.. ;0;0.0
3443;3443;Large Company that expands across many disciplines. I find that Duke as a whole is a really good company. Great benefits, flex time, and in my former department Fridays we had off (4-10 schedule).. ;0;0.0
3446;3446;Good regional company president, area director and manager. They are committed to the customers and employees.. ;0;0.0
3447;3447;I have worked for Duke Energy for 35 years, so I am paid a good salary..at least for this area. The benefits are average. Since I have been here so long, I get 6 weeks vacation. That's a great benefit...if I actually get to use it.. ;0;0.0
3449;3449;Great incentive, great environment, safety. ;0;0.0
3450;3450;No fee ATM and daily UPS pickups.. ;0;0.0
3452;3452;Challenging fulfilling work. Was able to expand my breadth of knowledge and experience. Benefits were decent but not best in class.. ;0;0.0
3453;3453;Extensive growth with opportunity for career growth. Access to multiple technologies and applications. Vision and understanding of Utilities business throughout the USA in multiple States.. ;0;0.0
3455;3455;Great company, good benefits, good annual bonus. Depending on your manager, there is a lot of work/life flexibiltiy and balance. They also allow movement into different areas of the company if you choose that path. A lot of people are passionate about their work.. ;0;0.0
3460;3460;You will enjoy the mission of keeping the turbines and generators running optimally. Duke has great benefits (health and retirement). If you are smart about your business cases, you will almost always be able to obtain the capital you need. Duke takes safety seriously.. ;0;0.0
3461;3461;nan;0;0.0
3463;3463;nan;0;0.0
3466;3466;Duke provides budgets adequate to get the job done. They used to support their project managers in mitigating risks and resolving issues, but this has eroded due to recent acquisitions.. ;0;0.0
3468;3468;A good, friendly work environment. A lot of different jobs that you can move to throughout the company. Great benefits and job security that are rare in the current job market. Customers more consistent than most industries.. ;0;0.0
3470;3470;Top leadership does a great job communicating to employees. Very important given the company size. Great benefits, salaries, pension plan. Large, diverse Fortune 500 company. EXTREME company-wide emphasis on safety. Seriously!!! Don't get caught jaywalking outside during lunch because if they know you work for Duke, they will call you out if they catch you.. ;0;0.0
3473;3473;Great life/work balance, friendly people, great 401k, lots of events, older retiring workforce, trying to stay cutting edge.. ;0;0.0
3475;3475;if you have the ability to butter your way up, this is a perfect place for you.. ;0;0.0
3476;3476;nan;0;0.0
3477;3477;Provides decent workplaces. Plenty of work to do. Awards by performance. ;0;0.0
3478;3478;The company has great benefits. It is a casual, comfortable place to work with flexible work schedules and lots of work-life balance. There isn't a benefit that you don't have with this organization. The benefits alone with spoil you.. ;0;0.0
3479;3479;Really good benefits and a nice bonus every March. Lots of opportunities for growth and advancement. Thoroughly train their employees and good job security assuming you're an employee and not a contractor.. ;0;0.0
3480;3480;Work life balance, total compensation. ;0;0.0
3481;3481;A lot of room for growth. ;0;0.0
3482;3482;you are never alone here. ;0;0.0
3483;3483;Compensation. Benefits. Work life balance. 4/80 schedule. I entered 5 words. ;0;0.0
3484;3484;was fun, organized, clean, nice. ;0;0.0
3485;3485;you get treated like a person, challenging projects, career advancement opportunities. ;0;0.0
3488;3488;They care on people and their benefits are great.. ;0;0.0
3489;3489;Global expertise in the energy industry. ;0;0.0
3490;3490;Best boss ever, and good co workers. ;0;0.0
3491;3491;very gud company ever worked. ;0;0.0
3492;3492;Care about safety, Care for employees, good benefits. ;0;0.0
3494;3494;Work life balance and benefits. ;0;0.0
3498;3498;clever people, respectful, nice environment. ;0;0.0
3499;3499;Not a difficult job and great work environment. ;0;0.0
3500;3500;Good place to work, convenient, flexible.. ;0;0.0
3501;3501;Be yourself always no matter where and when. ;0;0.0
3502;3502;work-life balance, managers are good and friendly. ;0;0.0
3504;3504;People are fantastic, respect new ideas and care about work/life balance. ;0;0.0
