date;employee_title;employee_status;review_title;pros;cons
2021-06-23;SSHE Manager;Current Employee, more than 10 years;Has Lost Some Luster;"Pay is still very good, development process can offer some unique job experiences.
";"401K remains suspended. Less mobility than pre-COVID. Culture rewards the wrong behaviors, mid to upper management seems adverse to or slow to change. Company has still not right-sized systems that were maintained in periods of higher headcount and expects all boxes to be checked, even if they add no value. New employee assessment system is driven by HR and Dallas with little consideration for feedback.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2021-07-02;Planner;Current Employee, more than 10 years;Ok;"The 3 to 1 college donation match was really nice, but it’s been removed, hopefully they’ll bring it back.
";"People are naturally nice but the competitive review process can derail collaboration.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-21;Forklift Operator;Current Employee;Beaumont, TX;"There are no pros working here. (Beaumont)
";"Culture is bad. No core values. No chance to promote. Nepotism.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-06-16;Engineer;Current Employee;Exxonmobil Engineering;"Great place to work. Good pay. Important work.
";"Dying industry. ExxonMobil is now outsourcing many engineering jobs to Malaysia and India.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-28;Advisor;Current Employee, more than 10 years;Used to be better;"Complex, impactful, real-world problems with major implications
";"Major brain drain is happening; culture not as robust as it used to be; benefits and compensation has really gone downhill recently.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-06-29;Software Engineer;Current Employee, more than 3 years;Good opportunities. Pay is limited.;"Lots of fun projects to work on.
";"Supervisors have their hands tied. Cannot promote or give raises without the blessing from HR’s black box system.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-14;Marketing Advisor;Current Employee, more than 1 year;ExxonMobil;"Benefits: Health, dental, medical, stock options, salary
";"Heritage, risk adverse culture still in place
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-28;Instrument Engineer;Current Employee;Culture mismatch isn't worth the pay for me;"Great pay, easy to stay busy, I like being around most other coworkers
";"Have to note that I can't stand the people I work for - not employee-focused and it will show in your day-to-day
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-27;Supervisor;Current Employee;Great pay;"Pay and benefits as well as corporate structure
";"Tough schedule. Long hours. Difficult work environment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-26;Internal Auditor;Current Employee;The company is on hard times;"Overall the work and people are great
";"The incentives have been reduced for a prolonged period due to market conditions
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-24;Geoscientist;Current Employee, more than 10 years;Great benefit before 2020;"medical, dental, vacation, pension, 401k, education reimbursement
";"401k was suspended in Oct. 2020, education reimbursement was suspended in May 2020
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-06-09;Manufacturing Engineer;Current Employee;N/A;"rate of professional growth is very high
";"work life and lack of bonus incentive
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-13;Sales Associate/Cashier;Former Employee, more than 1 year;Idk;"There are no pros of working at BlueSky Exxon.
";"Horrible working conditions. No break. Underpaid
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
